marka,model,araba_yasi,kilometre,motor_gucu,fiyat
opel,Astra,8,10000,115,920000
opel,Astra,9,155000,110,810000
opel,Astra,10,195000,100,580000
opel,Astra,10,135000,110,810000
opel,Astra,10,130000,110,740000
opel,Astra,11,290000,100,580000
opel,Astra,12,225000,100,520000
opel,Astra,12,225000,110,740000
opel,Astra,12,235000,100,790000
opel,Astra,13,160000,100,520000
opel,Astra,15,285000,100,420000
opel,Astra,17,375000,100,420000
opel,Astra,18,330000,100,420000
opel,Astra,3,38000,120,1090000
opel,Astra,4,60000,115,1000000
opel,Astra,5,85000,115,940000
opel,Astra,6,95000,110,880000
opel,Astra,6,8000,115,1000000
opel,Astra,7,110000,100,810000
opel,Astra,7,58000,115,940000
opel,Astra,7,8000,120,1090000
opel,Astra,8,135000,110,830000
opel,Astra,8,155000,110,760000
opel,Astra,8,8000,115,940000
opel,Astra,9,148000,110,830000
opel,Astra,10,185000,100,620000
opel,Astra,10,130000,110,830000
opel,Astra,10,125000,110,760000
opel,Astra,11,280000,100,620000
opel,Astra,12,215000,100,540000
opel,Astra,12,220000,110,760000
opel,Astra,12,230000,100,810000
opel,Astra,13,150000,100,540000
opel,Astra,15,275000,100,440000
opel,Astra,17,365000,100,440000
opel,Astra,18,320000,100,440000
opel,Astra,3,42000,120,1070000
opel,Astra,4,68000,115,995000
opel,Astra,5,89000,115,935000
opel,Astra,6,102000,110,865000
opel,Astra,6,6000,115,985000
opel,Astra,7,117000,100,795000
opel,Astra,7,63000,115,925000
opel,Astra,7,6000,120,1075000
opel,Astra,8,142000,110,815000
opel,Astra,8,162000,110,745000
opel,Astra,8,6000,115,925000
opel,Astra,9,153000,110,815000
opel,Astra,10,192000,100,590000
opel,Astra,10,134000,110,815000
opel,Astra,10,129000,110,745000
opel,Astra,11,287000,100,590000
opel,Astra,12,222000,100,525000
opel,Astra,12,223000,110,745000
opel,Astra,12,233000,100,795000
opel,Astra,13,156000,100,525000
opel,Astra,15,282000,100,425000
opel,Astra,17,371000,100,425000
opel,Astra,18,324000,100,425000
opel,Astra,3,48000,120,1055000
opel,Astra,4,72000,115,975000
opel,Astra,5,92000,115,915000
opel,Astra,6,107000,110,855000
opel,Astra,6,12000,115,975000
opel,Astra,7,122000,100,785000
opel,Astra,7,67000,115,915000
opel,Astra,7,12000,120,1055000
opel,Astra,8,147000,110,805000
opel,Astra,8,167000,110,735000
opel,Astra,8,12000,115,915000
opel,Astra,9,157000,110,805000
opel,Astra,10,197000,100,575000
opel,Astra,10,137000,110,805000
opel,Astra,10,132000,110,735000
opel,Astra,11,292000,100,575000
opel,Astra,12,227000,100,515000
opel,Astra,12,227000,110,735000
opel,Astra,12,237000,100,785000
opel,Astra,13,162000,100,515000
opel,Astra,15,287000,100,415000
opel,Astra,17,377000,100,415000
opel,Astra,18,332000,100,415000
opel,Corsa,1,14000,120,1180000
opel,Corsa,2,28000,120,1130000
opel,Corsa,3,19600,120,1130000
opel,Corsa,3,23800,120,1180000
opel,Corsa,5,5000,120,1130000
opel,Corsa,1,16000,120,1170000
opel,Corsa,2,30000,120,1120000
opel,Corsa,3,21000,120,1120000
opel,Corsa,4,26000,120,1170000
opel,Corsa,6,8000,120,1120000
opel,Corsa,1,12000,120,1190000
opel,Corsa,2,25000,120,1140000
opel,Corsa,3,17000,120,1140000
opel,Corsa,4,21000,120,1190000
opel,Corsa,6,3000,120,1140000
opel,Corsa,1,15000,120,1175000
opel,Corsa,2,29000,120,1125000
opel,Corsa,3,20000,120,1125000
opel,Corsa,4,25000,120,1175000
opel,Corsa,6,6000,120,1135000
opel,Corsa,1,17000,120,1160000
opel,Corsa,2,32000,120,1110000
opel,Corsa,3,23000,120,1110000
opel,Corsa,4,28000,120,1160000
opel,Corsa,6,10000,120,1110000
opel,Corsa,1,13000,120,1185000
opel,Corsa,2,26000,120,1135000
opel,Corsa,3,18000,120,1135000
opel,Corsa,4,22000,120,1185000
opel,Corsa,6,4000,120,1138000
opel,Corsa,1,14500,120,1178000
opel,Corsa,2,28500,120,1128000
opel,Corsa,3,19800,120,1128000
opel,Corsa,4,24000,120,1178000
opel,Corsa,6,5500,120,1132000
opel,Corsa,1,16500,120,1165000
opel,Corsa,2,31000,120,1115000
opel,Corsa,3,22000,120,1115000
opel,Corsa,4,27000,120,1165000
opel,Corsa,6,9000,120,1118000
opel,Corsa,1,13500,120,1182000
opel,Corsa,2,27000,120,1132000
opel,Corsa,3,18500,120,1132000
opel,Corsa,4,22500,120,1182000
opel,Corsa,6,4500,120,1140000
opel,Corsa,1,15800,120,1172000
opel,Corsa,2,29800,120,1122000
opel,Corsa,3,20500,120,1122000
opel,Corsa,4,25500,120,1172000
opel,Corsa,6,6500,120,1130000
opel,Corsa,1,17800,120,1155000
opel,Corsa,2,32800,120,1105000
opel,Corsa,3,23800,120,1105000
opel,Corsa,4,28800,120,1155000
opel,Corsa,6,10800,120,1105000
peugeot,206,20,298500,95,248000
peugeot,206,20,283500,95,252000
peugeot,206,21,249480,95,248000
peugeot,206,22,272160,95,252000
peugeot,206,23,269325,95,248000
peugeot,206,25,483100,95,150000
peugeot,206,26,676340,95,150000
peugeot,206,28,5000,95,150000
peugeot,206,19,280000,95,260000
peugeot,206,19,260000,95,265000
peugeot,206,20,220000,95,255000
peugeot,206,21,250000,95,250000
peugeot,206,22,280000,95,240000
peugeot,206,24,450000,95,160000
peugeot,206,25,650000,95,160000
peugeot,206,27,10000,95,160000
peugeot,206,19,310000,95,240000
peugeot,206,19,290000,95,245000
peugeot,206,20,230000,95,245000
peugeot,206,21,260000,95,240000
peugeot,206,22,290000,95,230000
peugeot,206,24,500000,95,140000
peugeot,206,25,700000,95,140000
peugeot,206,27,15000,95,140000
peugeot,206,19,295000,95,255000
peugeot,206,19,275000,95,260000
peugeot,206,20,225000,95,250000
peugeot,206,21,255000,95,245000
peugeot,206,22,275000,95,247000
peugeot,206,24,470000,95,155000
peugeot,206,25,660000,95,155000
peugeot,206,27,8000,95,155000
peugeot,206,19,305000,95,245000
peugeot,206,19,285000,95,250000
peugeot,206,20,235000,95,240000
peugeot,206,21,265000,95,235000
peugeot,206,22,295000,95,225000
peugeot,206,24,520000,95,135000
peugeot,206,25,720000,95,135000
peugeot,206,27,20000,95,135000
peugeot,206,19,300000,95,250000
peugeot,206,19,288000,95,257000
peugeot,206,20,232000,95,248000
peugeot,206,21,252000,95,248000
peugeot,206,22,274000,95,250000
peugeot,206,24,485000,95,148000
peugeot,206,25,678000,95,148000
peugeot,206,27,6000,95,152000
peugeot,207,16,334600,95,261000
peugeot,207,17,294448,95,261000
peugeot,207,19,458384,95,261000
peugeot,207,15,320000,95,270000
peugeot,207,16,280000,95,270000
peugeot,207,18,440000,95,270000
peugeot,207,20,480000,95,250000
peugeot,207,15,340000,95,250000
peugeot,207,16,300000,95,250000
peugeot,207,18,460000,95,250000
peugeot,207,20,500000,95,240000
peugeot,207,15,325000,95,265000
peugeot,207,16,285000,95,265000
peugeot,207,18,445000,95,265000
peugeot,207,20,485000,95,255000
peugeot,207,15,345000,95,245000
peugeot,207,16,305000,95,245000
peugeot,207,18,465000,95,245000
peugeot,207,20,505000,95,235000
peugeot,207,15,330000,95,268000
peugeot,207,16,290000,95,268000
peugeot,207,18,450000,95,268000
peugeot,207,20,490000,95,252000
peugeot,207,15,350000,95,240000
peugeot,207,16,310000,95,240000
peugeot,207,18,470000,95,240000
peugeot,207,20,510000,95,230000
peugeot,207,15,315000,95,275000
peugeot,207,16,275000,95,275000
peugeot,207,18,435000,95,275000
peugeot,207,20,475000,95,260000
peugeot,207,15,338000,95,258000
peugeot,207,16,298000,95,258000
peugeot,207,18,455000,95,258000
peugeot,207,20,495000,95,248000
peugeot,207,15,322000,95,272000
peugeot,207,16,282000,95,272000
peugeot,207,18,442000,95,272000
peugeot,207,20,482000,95,257000
peugeot,208,1,9000,130,1600000
peugeot,208,2,28000,100,1280000
peugeot,208,3,20500,95,670000
peugeot,208,3,19600,100,1280000
peugeot,208,4,17360,95,670000
peugeot,208,5,5000,130,1600000
peugeot,208,6,27650,95,670000
peugeot,208,12,171600,97,364000
peugeot,208,13,240240,97,364000
peugeot,208,15,154440,97,364000
peugeot,208,1,10000,130,1580000
peugeot,208,2,30000,100,1260000
peugeot,208,3,22000,95,660000
peugeot,208,3,21000,100,1260000
peugeot,208,4,20000,95,660000
peugeot,208,5,10000,130,1580000
peugeot,208,6,30000,95,660000
peugeot,208,12,180000,97,350000
peugeot,208,13,250000,97,350000
peugeot,208,15,160000,97,350000
peugeot,208,1,12000,130,1560000
peugeot,208,2,32000,100,1240000
peugeot,208,3,24000,95,650000
peugeot,208,3,23000,100,1240000
peugeot,208,4,22000,95,650000
peugeot,208,5,12000,130,1560000
peugeot,208,6,32000,95,650000
peugeot,208,12,190000,97,340000
peugeot,208,13,260000,97,340000
peugeot,208,15,170000,97,340000
peugeot,208,1,11000,130,1570000
peugeot,208,2,29000,100,1270000
peugeot,208,3,21000,95,665000
peugeot,208,3,20000,100,1270000
peugeot,208,4,18000,95,665000
peugeot,208,5,8000,130,1610000
peugeot,208,6,28000,95,665000
peugeot,208,12,175000,97,360000
peugeot,208,13,245000,97,360000
peugeot,208,15,158000,97,360000
peugeot,208,1,13000,130,1550000
peugeot,208,2,33000,100,1230000
peugeot,208,3,25000,95,645000
peugeot,208,3,24000,100,1230000
peugeot,208,4,23000,95,645000
peugeot,208,5,13000,130,1550000
peugeot,208,6,33000,95,645000
peugeot,208,12,195000,97,335000
peugeot,208,13,265000,97,335000
peugeot,208,15,175000,97,335000
peugeot,208,1,9500,130,1590000
peugeot,208,2,27000,100,1290000
peugeot,208,3,19000,95,675000
peugeot,208,3,18000,100,1290000
peugeot,208,4,16000,95,675000
peugeot,208,5,7000,130,1620000
peugeot,208,6,26000,95,675000
peugeot,208,12,168000,97,368000
peugeot,208,13,238000,97,368000
peugeot,208,15,150000,97,368000
peugeot,208,1,11500,130,1575000
peugeot,208,2,28500,100,1275000
peugeot,208,3,20000,95,672000
peugeot,208,3,19000,100,1275000
peugeot,208,4,17000,95,672000
peugeot,208,5,9500,130,1595000
peugeot,208,6,27000,95,672000
peugeot,208,12,173000,97,365000
peugeot,208,13,242000,97,365000
peugeot,208,15,156000,97,365000
peugeot,2008,2,32000,130,1500000
peugeot,2008,3,5000,130,1500000
peugeot,2008,4,65000,100,1220000
peugeot,2008,5,85000,100,1150000
peugeot,2008,5,5000,130,1500000
peugeot,2008,6,108800,100,1150000
peugeot,2008,7,55250,100,1220000
peugeot,2008,1,20000,130,1550000
peugeot,2008,2,40000,130,1450000
peugeot,2008,3,70000,100,1200000
peugeot,2008,4,90000,100,1130000
peugeot,2008,4,10000,130,1450000
peugeot,2008,5,115000,100,1130000
peugeot,2008,6,65000,100,1200000
peugeot,2008,1,15000,130,1520000
peugeot,2008,2,30000,130,1480000
peugeot,2008,3,60000,100,1230000
peugeot,2008,4,80000,100,1160000
peugeot,2008,4,15000,130,1480000
peugeot,2008,5,100000,100,1160000
peugeot,2008,6,50000,100,1230000
peugeot,2008,1,22000,130,1480000
peugeot,2008,2,38000,130,1460000
peugeot,2008,3,68000,100,1210000
peugeot,2008,4,88000,100,1140000
peugeot,2008,4,12000,130,1460000
peugeot,2008,5,118000,100,1140000
peugeot,2008,6,58000,100,1210000
peugeot,2008,1,18000,130,1510000
peugeot,2008,2,35000,130,1470000
peugeot,2008,3,63000,100,1225000
peugeot,2008,4,83000,100,1155000
peugeot,2008,4,8000,130,1490000
peugeot,2008,5,95000,100,1155000
peugeot,2008,6,53000,100,1225000
peugeot,2008,1,25000,130,1450000
peugeot,2008,2,42000,130,1430000
peugeot,2008,3,75000,100,1190000
peugeot,2008,4,95000,100,1120000
peugeot,2008,4,18000,130,1430000
peugeot,2008,5,125000,100,1120000
peugeot,2008,6,70000,100,1190000
peugeot,2008,1,16000,130,1530000
peugeot,2008,2,31000,130,1475000
peugeot,2008,3,61000,100,1228000
peugeot,2008,4,81000,100,1168000
peugeot,2008,4,16000,130,1482000
peugeot,2008,5,105000,100,1152000
peugeot,2008,6,51000,100,1228000
peugeot,2008,1,21000,130,1490000
peugeot,2008,2,36000,130,1455000
peugeot,2008,3,66000,100,1215000
peugeot,2008,4,86000,100,1145000
peugeot,2008,4,11000,130,1465000
peugeot,2008,5,110000,100,1145000
peugeot,2008,6,56000,100,1215000
peugeot,2008,1,19000,130,1500000
peugeot,2008,2,34000,130,1465000
peugeot,2008,3,64000,100,1220000
peugeot,2008,4,84000,100,1150000
peugeot,2008,4,9000,130,1495000
peugeot,2008,5,98000,100,1150000
peugeot,2008,6,54000,100,1220000
peugeot,301,8,140000,112,850000
peugeot,301,9,175000,112,811000
peugeot,301,11,112000,112,850000
peugeot,301,13,250000,112,610000
peugeot,301,14,175000,112,610000
peugeot,301,16,380000,112,610000
peugeot,301,7,125000,112,870000
peugeot,301,8,150000,112,830000
peugeot,301,10,120000,112,830000
peugeot,301,12,240000,112,630000
peugeot,301,13,165000,112,630000
peugeot,301,15,360000,112,630000
peugeot,301,7,135000,112,860000
peugeot,301,8,160000,112,800000
peugeot,301,10,130000,112,800000
peugeot,301,12,260000,112,590000
peugeot,301,13,185000,112,590000
peugeot,301,15,400000,112,590000
peugeot,301,7,130000,112,865000
peugeot,301,8,155000,112,820000
peugeot,301,10,125000,112,820000
peugeot,301,12,255000,112,600000
peugeot,301,13,180000,112,600000
peugeot,301,15,390000,112,600000
peugeot,301,7,145000,112,855000
peugeot,301,8,170000,112,790000
peugeot,301,10,140000,112,790000
peugeot,301,12,270000,112,580000
peugeot,301,13,195000,112,580000
peugeot,301,15,410000,112,580000
peugeot,301,7,142000,112,858000
peugeot,301,8,168000,112,798000
peugeot,301,10,138000,112,798000
peugeot,301,12,268000,112,582000
peugeot,301,13,192000,112,582000
peugeot,301,15,408000,112,582000
peugeot,301,7,128000,112,868000
peugeot,301,8,152000,112,828000
peugeot,301,10,122000,112,828000
peugeot,301,12,252000,112,608000
peugeot,301,13,178000,112,608000
peugeot,301,15,388000,112,608000
peugeot,301,7,138000,112,862000
peugeot,301,8,163000,112,810000
peugeot,301,10,133000,112,810000
peugeot,301,12,258000,112,598000
peugeot,301,13,183000,112,598000
peugeot,301,15,398000,112,598000
peugeot,308,4,75000,130,1350000
peugeot,308,5,52500,130,1350000
peugeot,308,6,115000,130,1180000
peugeot,308,7,5000,130,1350000
peugeot,308,8,157100,97,432000
peugeot,308,8,85500,95,490000
peugeot,308,8,136000,130,1180000
peugeot,308,9,125680,97,432000
peugeot,308,10,147800,97,457000
peugeot,308,10,132800,95,457000
peugeot,308,10,185000,112,750000
peugeot,308,11,170240,95,457000
peugeot,308,11,108850,112,750000
peugeot,308,11,106240,95,490000
peugeot,308,12,165680,97,457000
peugeot,308,12,132500,112,750000
peugeot,308,13,240890,97,432000
peugeot,308,13,221520,95,457000
peugeot,308,3,65000,130,1370000
peugeot,308,4,50000,130,1370000
peugeot,308,5,100000,130,1200000
peugeot,308,6,20000,130,1330000
peugeot,308,7,160000,97,410000
peugeot,308,7,90000,95,480000
peugeot,308,7,140000,130,1160000
peugeot,308,8,130000,97,440000
peugeot,308,9,150000,97,450000
peugeot,308,9,135000,95,450000
peugeot,308,9,190000,112,730000
peugeot,308,10,175000,95,450000
peugeot,308,10,110000,112,740000
peugeot,308,10,110000,95,480000
peugeot,308,11,170000,97,440000
peugeot,308,11,135000,112,740000
peugeot,308,12,250000,97,420000
peugeot,308,12,230000,95,440000
peugeot,308,3,80000,130,1330000
peugeot,308,4,60000,130,1330000
peugeot,308,5,110000,130,1160000
peugeot,308,6,10000,130,1370000
peugeot,308,7,150000,97,420000
peugeot,308,7,80000,95,500000
peugeot,308,7,130000,130,1200000
peugeot,308,8,120000,97,450000
peugeot,308,9,140000,97,460000
peugeot,308,9,125000,95,460000
peugeot,308,9,180000,112,760000
peugeot,308,10,165000,95,460000
peugeot,308,10,105000,112,760000
peugeot,308,10,100000,95,500000
peugeot,308,11,160000,97,450000
peugeot,308,11,125000,112,760000
peugeot,308,12,235000,97,440000
peugeot,308,12,215000,95,460000
peugeot,308,3,70000,130,1350000
peugeot,308,4,55000,130,1350000
peugeot,308,5,105000,130,1180000
peugeot,308,6,15000,130,1360000
peugeot,308,7,155000,97,415000
peugeot,308,7,85000,95,495000
peugeot,308,7,135000,130,1180000
peugeot,308,8,125000,97,445000
peugeot,308,9,145000,97,455000
peugeot,308,9,130000,95,455000
peugeot,308,9,185000,112,745000
peugeot,308,10,170000,95,455000
peugeot,308,10,115000,112,745000
peugeot,308,10,112000,95,485000
peugeot,308,11,172000,97,437000
peugeot,308,11,110000,112,748000
peugeot,308,12,242000,97,428000
peugeot,308,12,223000,95,455000
peugeot,308,3,68000,130,1355000
peugeot,308,4,58000,130,1345000
peugeot,308,5,108000,130,1175000
peugeot,308,6,18000,130,1340000
peugeot,308,7,158000,97,412000
peugeot,308,7,88000,95,492000
peugeot,308,7,138000,130,1175000
peugeot,308,8,128000,97,442000
peugeot,308,9,148000,97,452000
peugeot,308,9,132000,95,452000
peugeot,308,9,188000,112,742000
peugeot,308,10,172000,95,452000
peugeot,308,10,112000,112,748000
peugeot,308,10,108000,95,492000
peugeot,308,11,168000,97,442000
peugeot,308,11,128000,112,742000
peugeot,308,12,248000,97,422000
peugeot,308,12,228000,95,452000
peugeot,308,3,78000,130,1335000
peugeot,308,4,62000,130,1325000
peugeot,308,5,112000,130,1155000
peugeot,308,6,7000,130,1375000
peugeot,308,7,148000,97,425000
peugeot,308,7,78000,95,502000
peugeot,308,7,128000,130,1205000
peugeot,308,8,118000,97,452000
peugeot,308,9,138000,97,462000
peugeot,308,9,122000,95,462000
peugeot,308,9,178000,112,762000
peugeot,308,10,162000,95,462000
peugeot,308,10,102000,112,762000
peugeot,308,10,98000,95,502000
peugeot,308,11,158000,97,452000
peugeot,308,11,122000,112,762000
peugeot,308,12,238000,97,442000
peugeot,308,12,218000,95,462000
peugeot,3008,3,38000,130,1420000
peugeot,3008,4,26600,130,1420000
peugeot,3008,6,5000,130,1420000
peugeot,3008,7,120000,130,1120000
peugeot,3008,8,192000,130,1120000
peugeot,3008,10,112000,130,1120000
peugeot,3008,2,30000,130,1450000
peugeot,3008,3,45000,130,1380000
peugeot,3008,5,10000,130,1380000
peugeot,3008,6,130000,130,1100000
peugeot,3008,7,200000,130,1100000
peugeot,3008,9,120000,130,1100000
peugeot,3008,2,35000,130,1400000
peugeot,3008,3,50000,130,1350000
peugeot,3008,5,15000,130,1350000
peugeot,3008,6,110000,130,1150000
peugeot,3008,7,180000,130,1150000
peugeot,3008,9,100000,130,1150000
peugeot,3008,2,38000,130,1420000
peugeot,3008,3,40000,130,1400000
peugeot,3008,5,8000,130,1400000
peugeot,3008,6,125000,130,1110000
peugeot,3008,7,195000,130,1110000
peugeot,3008,9,115000,130,1110000
peugeot,3008,2,42000,130,1380000
peugeot,3008,3,55000,130,1330000
peugeot,3008,5,20000,130,1330000
peugeot,3008,6,135000,130,1090000
peugeot,3008,7,205000,130,1090000
peugeot,3008,9,125000,130,1090000
peugeot,3008,2,33000,130,1440000
peugeot,3008,3,43000,130,1390000
peugeot,3008,5,12000,130,1370000
peugeot,3008,6,118000,130,1130000
peugeot,3008,7,190000,130,1130000
peugeot,3008,9,110000,130,1130000
peugeot,3008,2,36000,130,1410000
peugeot,3008,3,52000,130,1340000
peugeot,3008,5,17000,130,1340000
peugeot,3008,6,105000,130,1160000
peugeot,3008,7,185000,130,1160000
peugeot,3008,9,105000,130,1160000
peugeot,3008,2,39000,130,1415000
peugeot,3008,3,48000,130,1360000
peugeot,3008,5,7000,130,1410000
peugeot,3008,6,122000,130,1105000
peugeot,3008,7,198000,130,1105000
peugeot,3008,9,118000,130,1105000
peugeot,3008,2,40000,130,1395000
peugeot,3008,3,53000,130,1335000
peugeot,3008,5,18000,130,1335000
peugeot,3008,6,133000,130,1095000
peugeot,3008,7,203000,130,1095000
peugeot,3008,9,123000,130,1095000
peugeot,3008,2,34000,130,1430000
peugeot,3008,3,42000,130,1395000
peugeot,3008,5,11000,130,1385000
peugeot,3008,6,116000,130,1135000
peugeot,3008,7,188000,130,1135000
peugeot,3008,9,108000,130,1135000
peugeot,407,22,347400,142,398000
peugeot,407,23,430776,142,398000
peugeot,407,26,368244,142,398000
peugeot,407,21,330000,142,410000
peugeot,407,22,410000,142,410000
peugeot,407,25,350000,142,410000
peugeot,407,27,450000,142,380000
peugeot,407,21,350000,142,380000
peugeot,407,22,450000,142,380000
peugeot,407,25,380000,142,380000
peugeot,407,27,480000,142,360000
peugeot,407,21,340000,142,400000
peugeot,407,22,420000,142,400000
peugeot,407,25,360000,142,400000
peugeot,407,27,460000,142,390000
peugeot,407,21,360000,142,370000
peugeot,407,22,460000,142,370000
peugeot,407,25,390000,142,370000
peugeot,407,27,490000,142,350000
peugeot,407,21,335000,142,405000
peugeot,407,22,415000,142,405000
peugeot,407,25,355000,142,405000
peugeot,407,27,455000,142,395000
peugeot,407,21,355000,142,375000
peugeot,407,22,455000,142,375000
peugeot,407,25,385000,142,375000
peugeot,407,27,485000,142,355000
peugeot,407,21,342000,142,398000
peugeot,407,22,422000,142,398000
peugeot,407,25,362000,142,398000
peugeot,407,27,462000,142,388000
peugeot,407,21,352000,142,378000
peugeot,407,22,452000,142,378000
peugeot,407,25,382000,142,378000
peugeot,407,27,482000,142,358000
peugeot,407,21,338000,142,402000
peugeot,407,22,418000,142,402000
peugeot,407,25,358000,142,402000
peugeot,407,27,458000,142,392000
peugeot,407,21,358000,142,372000
peugeot,407,22,458000,142,372000
peugeot,407,25,388000,142,372000
peugeot,407,27,488000,142,352000
peugeot,407,21,345000,142,395000
peugeot,407,22,425000,142,395000
peugeot,407,25,365000,142,395000
plymouth,Neon,10,111800,68,283000
plymouth,Neon,12,145340,68,283000
plymouth,Neon,13,106260,68,283000
plymouth,Neon,16,218700,68,205000
plymouth,Neon,17,187662,68,205000
plymouth,Neon,18,300700,68,150000
plymouth,Neon,19,376320,68,205000
plymouth,Neon,20,210490,68,150000
plymouth,Neon,21,299700,102,287000
plymouth,Neon,23,275724,102,287000
plymouth,Neon,24,344580,102,287000
plymouth,Neon,24,270690,68,150000
plymouth,Neon,9,100000,68,290000
plymouth,Neon,11,130000,68,290000
plymouth,Neon,12,95000,68,290000
plymouth,Neon,15,200000,68,215000
plymouth,Neon,16,170000,68,215000
plymouth,Neon,17,290000,68,160000
plymouth,Neon,18,360000,68,215000
plymouth,Neon,19,200000,68,160000
plymouth,Neon,20,280000,102,295000
plymouth,Neon,22,250000,102,295000
plymouth,Neon,23,330000,102,295000
plymouth,Neon,23,260000,68,160000
plymouth,Neon,9,120000,68,275000
plymouth,Neon,11,150000,68,275000
plymouth,Neon,12,110000,68,275000
plymouth,Neon,15,230000,68,195000
plymouth,Neon,16,200000,68,195000
plymouth,Neon,17,320000,68,140000
plymouth,Neon,18,400000,68,195000
plymouth,Neon,19,230000,68,140000
plymouth,Neon,20,320000,102,270000
plymouth,Neon,22,290000,102,270000
plymouth,Neon,23,360000,102,270000
plymouth,Neon,23,300000,68,140000
plymouth,Neon,9,115000,68,280000
plymouth,Neon,11,140000,68,280000
plymouth,Neon,12,100000,68,285000
plymouth,Neon,15,220000,68,205000
plymouth,Neon,16,190000,68,205000
plymouth,Neon,17,310000,68,150000
plymouth,Neon,18,380000,68,205000
plymouth,Neon,19,220000,68,150000
plymouth,Neon,20,310000,102,278000
plymouth,Neon,22,280000,102,278000
plymouth,Neon,23,350000,102,278000
plymouth,Neon,23,290000,68,150000
plymouth,Neon,9,105000,68,285000
plymouth,Neon,11,135000,68,285000
plymouth,Neon,12,105000,68,280000
plymouth,Neon,15,210000,68,210000
plymouth,Neon,16,180000,68,210000
plymouth,Neon,17,300000,68,155000
plymouth,Neon,18,370000,68,210000
plymouth,Neon,19,210000,68,155000
plymouth,Neon,20,300000,102,285000
plymouth,Neon,22,270000,102,285000
plymouth,Neon,23,340000,102,285000
plymouth,Neon,23,280000,68,155000
plymouth,Neon,9,118000,68,277000
plymouth,Neon,11,142000,68,277000
plymouth,Neon,12,98000,68,287000
plymouth,Neon,15,218000,68,207000
plymouth,Neon,16,188000,68,207000
plymouth,Neon,17,308000,68,152000
plymouth,Neon,18,378000,68,207000
plymouth,Neon,19,218000,68,152000
plymouth,Neon,20,308000,102,280000
plymouth,Neon,22,278000,102,280000
plymouth,Neon,23,348000,102,280000
plymouth,Neon,23,288000,68,152000
plymouth,Prowler,3,52900,68,414000
plymouth,Prowler,4,37030,68,414000
plymouth,Prowler,6,53000,88,535000
plymouth,Prowler,6,85280,68,414000
plymouth,Prowler,8,47700,88,535000
plymouth,Prowler,9,5000,88,535000
plymouth,Prowler,2,40000,68,420000
plymouth,Prowler,3,30000,68,430000
plymouth,Prowler,5,45000,88,550000
plymouth,Prowler,5,70000,68,425000
plymouth,Prowler,7,50000,88,520000
plymouth,Prowler,8,10000,88,525000
plymouth,Prowler,2,55000,68,400000
plymouth,Prowler,3,45000,68,410000
plymouth,Prowler,5,60000,88,510000
plymouth,Prowler,5,90000,68,390000
plymouth,Prowler,7,65000,88,500000
plymouth,Prowler,8,20000,88,515000
plymouth,Prowler,2,45000,68,415000
plymouth,Prowler,3,35000,68,425000
plymouth,Prowler,5,55000,88,530000
plymouth,Prowler,5,80000,68,415000
plymouth,Prowler,7,55000,88,525000
plymouth,Prowler,8,30000,88,510000
plymouth,Prowler,2,50000,68,405000
plymouth,Prowler,3,40000,68,415000
plymouth,Prowler,5,70000,88,505000
plymouth,Prowler,5,100000,68,380000
plymouth,Prowler,7,75000,88,490000
plymouth,Prowler,8,40000,88,505000
plymouth,Prowler,2,42000,68,418000
plymouth,Prowler,3,32000,68,428000
plymouth,Prowler,5,52000,88,540000
plymouth,Prowler,5,75000,68,420000
plymouth,Prowler,7,52000,88,530000
plymouth,Prowler,8,25000,88,518000
plymouth,Prowler,2,52000,68,402000
plymouth,Prowler,3,42000,68,412000
plymouth,Prowler,5,62000,88,518000
plymouth,Prowler,5,92000,68,388000
plymouth,Prowler,7,67000,88,498000
plymouth,Prowler,8,35000,88,508000
plymouth,Voyager,13,261500,145,573000
plymouth,Voyager,14,350410,145,573000
plymouth,Voyager,16,222275,145,573000
plymouth,Voyager,12,240000,145,580000
plymouth,Voyager,13,330000,145,560000
plymouth,Voyager,15,200000,145,580000
plymouth,Voyager,17,230000,145,560000
plymouth,Voyager,12,270000,145,550000
plymouth,Voyager,13,380000,145,540000
plymouth,Voyager,15,250000,145,550000
plymouth,Voyager,17,260000,145,540000
plymouth,Voyager,12,250000,145,565000
plymouth,Voyager,13,360000,145,555000
plymouth,Voyager,15,230000,145,565000
plymouth,Voyager,17,250000,145,555000
plymouth,Voyager,12,280000,145,545000
plymouth,Voyager,13,390000,145,535000
plymouth,Voyager,15,260000,145,545000
plymouth,Voyager,17,270000,145,535000
plymouth,Voyager,12,245000,145,575000
plymouth,Voyager,13,355000,145,558000
plymouth,Voyager,15,225000,145,575000
plymouth,Voyager,17,245000,145,558000
plymouth,Voyager,12,275000,145,548000
plymouth,Voyager,13,385000,145,538000
plymouth,Voyager,15,255000,145,548000
plymouth,Voyager,17,265000,145,538000
plymouth,Voyager,12,255000,145,560000
plymouth,Voyager,13,365000,145,550000
plymouth,Voyager,15,235000,145,560000
plymouth,Voyager,17,255000,145,550000
plymouth,Voyager,12,285000,145,540000
plymouth,Voyager,13,395000,145,530000
plymouth,Voyager,15,265000,145,540000
plymouth,Voyager,17,275000,145,530000
plymouth,Voyager,12,248000,145,572000
plymouth,Voyager,13,358000,145,557000
plymouth,Voyager,15,228000,145,572000
plymouth,Voyager,17,248000,145,557000
plymouth,Voyager,12,278000,145,547000
